analysis,field,node,CI
test-fields,Field 130,ProductionExtraction,6.123280968868827
test-fields,Field 130,SurfaceProcessing,0.06506774728583824
test-fields,Field 130,TransportAndStorage,0.0
test-fields,Field 130,LiquifiedNaturalGas,0.0
test-fields,Field 130,After,0.0
test-fields,Field 130,CrudeOilDewatering,0.0
test-fields,Field 131,TOTAL,59.683467880559654
test-fields,Field 131,ExplorationAndDrilling,1.720849513976252
test-fields,Field 131,ProductionExtraction,34.38211023275429
test-fields,Field 131,SurfaceProcessing,23.24316993239212
test-fields,Field 131,TransportAndStorage,0.0
test-fields,Field 131,LiquifiedNaturalGas,0.0
test-fields,Field 131,After,0.0
test-fields,Field 131,CrudeOilDewatering,0.0
test-fields,Field 132,TOTAL,222.39904238755145
test-fields,Field 132,ExplorationAndDrilling,1.7361387805704653
test-fields,Field 132,ProductionExtraction,203.44201420459137
test-fields,Field 132,SurfaceProcessing,10.724202736659768
test-fields,Field 132,TransportAndStorage,0.0
test-fields,Field 132,LiquifiedNaturalGas,0.0
test-fields,Field 132,After,0.0
test-fields,Field 132,CrudeOilDewatering,0.0
test-fields,Field 133,TOTAL,40.800828015807696
test-fields,Field 133,ExplorationAndDrilling,1.7201359054550243
test-fields,Field 133,ProductionExtraction,27.32631858641143
test-fields,Field 133,SurfaceProcessing,8.046014689351429
test-fields,Field 133,TransportAndStorage,0.0
test-fields,Field 133,LiquifiedNaturalGas,0.0
test-fields,Field 133,After,0.0
test-fields,Field 133,CrudeOilDewatering,0.0
test-fields,Field 134,TOTAL,13.704015985345816
test-fields,Field 134,ExplorationAndDrilling,1.7200149338494324
test-fields,Field 134,ProductionExtraction,9.399647142327181
test-fields,Field 134,SurfaceProcessing,1.8375113241964458
test-fields,Field 134,TransportAndStorage,0.0
test-fields,Field 134,LiquifiedNaturalGas,0.0
test-fields,Field 134,After,0.0
test-fields,Field 134,CrudeOilDewatering,0.0
test-fields,Field 135,TOTAL,54478.7901961625
test-fields,Field 135,ExplorationAndDrilling,2.1705437882330414
test-fields,Field 135,ProductionExtraction,37177.88143554563
test-fields,Field 135,SurfaceProcessing,11470.343942718246
test-fields,Field 135,TransportAndStorage,0.0
test-fields,Field 135,LiquifiedNaturalGas,0.0
test-fields,Field 135,After,0.0
test-fields,Field 135,CrudeOilDewatering,0.0
test-fields,Field 136,TOTAL,142140.848479732
test-fields,Field 136,ExplorationAndDrilling,2.0022858844495217
test-fields,Field 136,ProductionExtraction,91702.19527585809
test-fields,Field 136,SurfaceProcessing,38548.001062138035
test-fields,Field 136,TransportAndStorage,0.0
test-fields,Field 136,LiquifiedNaturalGas,0.0
test-fields,Field 136,After,0.0
test-fields,Field 136,CrudeOilDewatering,0.0
test-fields,Field 137,TOTAL,12263.820389523946
test-fields,Field 137,ExplorationAndDrilling,1.7391226730163758
test-fields,Field 137,ProductionExtraction,7374.966151624517
test-fields,Field 137,SurfaceProcessing,4117.06207303564
test-fields,Field 137,TransportAndStorage,0.0
test-fields,Field 137,LiquifiedNaturalGas,0.0
test-fields,Field 137,After,0.0
test-fields,Field 137,CrudeOilDewatering,0.0
test-fields,Field 138,TOTAL,46.091422375557876
test-fields,Field 138,ExplorationAndDrilling,1.7200216058115585
test-fields,Field 138,ProductionExtraction,24.393537508728873
test-fields,Field 138,SurfaceProcessing,19.641571270955097
test-fields,Field 138,TransportAndStorage,0.0
test-fields,Field 138,LiquifiedNaturalGas,0.0
test-fields,Field 138,After,0.0
test-fields,Field 138,CrudeOilDewatering,0.0
test-fields,Field 139,TOTAL,69.78155977628458
test-fields,Field 139,ExplorationAndDrilling,1.7202536396634274
test-fields,Field 139,ProductionExtraction,35.352777252072094
test-fields,Field 139,SurfaceProcessing,32.275617315487594
test-fields,Field 139,TransportAndStorage,0.0
test-fields,Field 139,LiquifiedNaturalGas,0.0
test-fields,Field 139,After,0.0
test-fields,Field 139,CrudeOilDewatering,0.0
test-fields,Field 140,TOTAL,1308.7510622295556
test-fields,Field 140,ExplorationAndDrilling,1.725585738756857
test-fields,Field 140,ProductionExtraction,893.0730359128752
test-fields,Field 140,SurfaceProcessing,275.9320626639529
test-fields,Field 140,TransportAndStorage,0.0
test-fields,Field 140,LiquifiedNaturalGas,0.0
test-fields,Field 140,After,0.0
test-fields,Field 140,CrudeOilDewatering,0.0
test-fields,Field 141,TOTAL,27.403332850422487
test-fields,Field 141,ExplorationAndDrilling,1.728684065858595
test-fields,Field 141,ProductionExtraction,14.344897095133932
test-fields,Field 141,SurfaceProcessing,10.907157142459669
test-fields,Field 141,TransportAndStorage,0.0
test-fields,Field 141,LiquifiedNaturalGas,0.0
test-fields,Field 141,After,0.0
test-fields,Field 141,CrudeOilDewatering,0.0
test-fields,Field 142,TOTAL,236.22124010508688
test-fields,Field 142,ExplorationAndDrilling,1.7200439427934662
test-fields,Field 142,ProductionExtraction,117.13601449316366
test-fields,Field 142,SurfaceProcessing,116.17472423582858
test-fields,Field 142,TransportAndStorage,0.0
test-fields,Field 142,LiquifiedNaturalGas,0.0
test-fields,Field 142,After,0.0
test-fields,Field 142,CrudeOilDewatering,0.0
test-fields,Field 143,TOTAL,630.7457532099006
test-fields,Field 143,ExplorationAndDrilling,1.7203098707481348
test-fields,Field 143,ProductionExtraction,343.0232678579365
test-fields,Field 143,SurfaceProcessing,283.49513794909126
test-fields,Field 143,TransportAndStorage,0.0
test-fields,Field 143,LiquifiedNaturalGas,0.0
test-fields,Field 143,After,0.0
test-fields,Field 143,CrudeOilDewatering,0.0
test-fields,Field 144,TOTAL,676.6584784885272
test-fields,Field 144,ExplorationAndDrilling,1.7201128415036853
test-fields,Field 144,ProductionExtraction,339.1843362372233
test-fields,Field 144,SurfaceProcessing,332.8891020819196
test-fields,Field 144,TransportAndStorage,0.0
test-fields,Field 144,LiquifiedNaturalGas,0.0
test-fields,Field 144,After,0.0
test-fields,Field 144,CrudeOilDewatering,0.0
test-fields,Field 145,TOTAL,4802.353228697599
test-fields,Field 145,ExplorationAndDrilling,1.7215867030213117
test-fields,Field 145,ProductionExtraction,2363.0251580534
test-fields,Field 145,SurfaceProcessing,2417.2612078331645
test-fields,Field 145,TransportAndStorage,0.0
test-fields,Field 145,LiquifiedNaturalGas,0.0
test-fields,Field 145,After,0.0
test-fields,Field 145,CrudeOilDewatering,0.0
test-fields,Field 146,TOTAL,18.598872745037024
test-fields,Field 146,ExplorationAndDrilling,1.7201069321426221
test-fields,Field 146,ProductionExtraction,11.287469614156064
test-fields,Field 146,SurfaceProcessing,5.368388150476293
test-fields,Field 146,TransportAndStorage,0.0
test-fields,Field 146,LiquifiedNaturalGas,0.0
test-fields,Field 146,After,0.0
test-fields,Field 146,CrudeOilDewatering,0.0
test-fields,Field 147,TOTAL,12.28248504266491
test-fields,Field 147,ExplorationAndDrilling,1.720035303189513
test-fields,Field 147,ProductionExtraction,8.391959523214739
test-fields,Field 147,SurfaceProcessing,1.2449082705773682
test-fields,Field 147,TransportAndStorage,0.0
test-fields,Field 147,LiquifiedNaturalGas,0.0
test-fields,Field 147,After,0.0
test-fields,Field 147,CrudeOilDewatering,0.0
test-fields,Field 148,TOTAL,1.8614837756642932e+16
test-fields,Field 148,ExplorationAndDrilling,1.7200468343543311
test-fields,Field 148,ProductionExtraction,1.5250520513672652e+16
test-fields,Field 148,SurfaceProcessing,0.2096927107980361
test-fields,Field 148,TransportAndStorage,0.0
test-fields,Field 148,LiquifiedNaturalGas,0.0
test-fields,Field 148,After,0.0
test-fields,Field 148,CrudeOilDewatering,0.0
test-fields,Field 149,TOTAL,837.7787805334007
test-fields,Field 149,ExplorationAndDrilling,1.7204692631769
test-fields,Field 149,ProductionExtraction,550.0710540036257
test-fields,Field 149,SurfaceProcessing,209.36583902608552
test-fields,Field 149,TransportAndStorage,0.0
test-fields,Field 149,LiquifiedNaturalGas,0.0
test-fields,Field 149,After,0.0
test-fields,Field 149,CrudeOilDewatering,0.0
test-fields,Field 150,TOTAL,8.649001677972864
test-fields,Field 150,ExplorationAndDrilling,1.7200273273194284
test-fields,Field 150,ProductionExtraction,6.120908490693948
test-fields,Field 150,SurfaceProcessing,0.5726708533693624
test-fields,Field 150,TransportAndStorage,0.0
test-fields,Field 150,LiquifiedNaturalGas,0.0
test-fields,Field 150,After,0.0
test-fields,Field 150,CrudeOilDewatering,0.0
test-fields,Field 151,TOTAL,56.240883996524005
test-fields,Field 151,ExplorationAndDrilling,1.7200361609529806
test-fields,Field 151,ProductionExtraction,35.15596112574719
test-fields,Field 151,SurfaceProcessing,15.600251281267523
test-fields,Field 151,TransportAndStorage,0.0
test-fields,Field 151,LiquifiedNaturalGas,0.0
test-fields,Field 151,After,0.0
test-fields,Field 151,CrudeOilDewatering,0.0
test-fields,Field 152,TOTAL,4736.896324755175
test-fields,Field 152,ExplorationAndDrilling,1.7518155467230219
test-fields,Field 152,ProductionExtraction,2780.787108928066
test-fields,Field 152,SurfaceProcessing,1694.9706657333827
test-fields,Field 152,TransportAndStorage,0.0
test-fields,Field 152,LiquifiedNaturalGas,0.0
test-fields,Field 152,After,0.0
test-fields,Field 152,CrudeOilDewatering,0.0
test-fields,Field 153,TOTAL,24.392962102713916
test-fields,Field 153,ExplorationAndDrilling,1.7200643235327229
test-fields,Field 153,ProductionExtraction,15.674016000479506
test-fields,Field 153,SurfaceProcessing,5.408716401654054
test-fields,Field 153,TransportAndStorage,0.0
test-fields,Field 153,LiquifiedNaturalGas,0.0
test-fields,Field 153,After,0.0
test-fields,Field 153,CrudeOilDewatering,0.0
test-fields,Field 154,TOTAL,12.903509802880384
test-fields,Field 154,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 154,ProductionExtraction,9.409837883512834
test-fields,Field 154,SurfaceProcessing,1.141985180876451
test-fields,Field 154,TransportAndStorage,0.0
test-fields,Field 154,LiquifiedNaturalGas,0.0
test-fields,Field 154,After,0.0
test-fields,Field 154,CrudeOilDewatering,0.0
test-fields,Field 155,TOTAL,70.17255892740994
test-fields,Field 155,ExplorationAndDrilling,1.7213270804263818
test-fields,Field 155,ProductionExtraction,20.841678187274418
test-fields,Field 155,SurfaceProcessing,42.815465264014314
test-fields,Field 155,TransportAndStorage,0.0
test-fields,Field 155,LiquifiedNaturalGas,0.0
test-fields,Field 155,After,0.0
test-fields,Field 155,CrudeOilDewatering,0.0
test-fields,Field 156,TOTAL,12.903509802880384
test-fields,Field 156,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 156,ProductionExtraction,9.409837883512834
test-fields,Field 156,SurfaceProcessing,1.141985180876451
test-fields,Field 156,TransportAndStorage,0.0
test-fields,Field 156,LiquifiedNaturalGas,0.0
test-fields,Field 156,After,0.0
test-fields,Field 156,CrudeOilDewatering,0.0
test-fields,Field 157,TOTAL,48.72773777090355
test-fields,Field 157,ExplorationAndDrilling,1.720019811298738
test-fields,Field 157,ProductionExtraction,33.04069367645422
test-fields,Field 157,SurfaceProcessing,10.423653341982604
test-fields,Field 157,TransportAndStorage,0.0
test-fields,Field 157,LiquifiedNaturalGas,0.0
test-fields,Field 157,After,0.0
test-fields,Field 157,CrudeOilDewatering,0.0
test-fields,Field 158,TOTAL,112.27849488027559
test-fields,Field 158,ExplorationAndDrilling,1.7200127721896077
test-fields,Field 158,ProductionExtraction,74.02775092494824
test-fields,Field 158,SurfaceProcessing,26.858269978314635
test-fields,Field 158,TransportAndStorage,0.0
test-fields,Field 158,LiquifiedNaturalGas,0.0
test-fields,Field 158,After,0.0
test-fields,Field 158,CrudeOilDewatering,0.0
test-fields,Field 159,TOTAL,89545.04946013053
test-fields,Field 159,ExplorationAndDrilling,1.750283612936144
test-fields,Field 159,ProductionExtraction,53913.177342807925
test-fields,Field 159,SurfaceProcessing,31558.38422471572
test-fields,Field 159,TransportAndStorage,0.0
test-fields,Field 159,LiquifiedNaturalGas,0.0
test-fields,Field 159,After,0.0
test-fields,Field 159,CrudeOilDewatering,0.0
test-fields,Field 160,TOTAL,12.903509802880384
test-fields,Field 160,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 160,ProductionExtraction,9.409837883512834
test-fields,Field 160,SurfaceProcessing,1.141985180876451
test-fields,Field 160,TransportAndStorage,0.0
test-fields,Field 160,LiquifiedNaturalGas,0.0
test-fields,Field 160,After,0.0
test-fields,Field 160,CrudeOilDewatering,0.0
test-fields,Field 161,TOTAL,294.87879704924916
test-fields,Field 161,ExplorationAndDrilling,1.7238169754214596
test-fields,Field 161,ProductionExtraction,78.91717827738518
test-fields,Field 161,SurfaceProcessing,193.07416571442667
test-fields,Field 161,TransportAndStorage,0.0
test-fields,Field 161,LiquifiedNaturalGas,0.0
test-fields,Field 161,After,0.0
test-fields,Field 161,CrudeOilDewatering,0.0
test-fields,Field 162,TOTAL,273.7934647983291
test-fields,Field 162,ExplorationAndDrilling,1.7243233225303178
test-fields,Field 162,ProductionExtraction,81.51493926257945
test-fields,Field 162,SurfaceProcessing,166.33851305787482
test-fields,Field 162,TransportAndStorage,0.0
test-fields,Field 162,LiquifiedNaturalGas,0.0
test-fields,Field 162,After,0.0
test-fields,Field 162,CrudeOilDewatering,0.0
test-fields,Field 163,TOTAL,12.903509802880384
test-fields,Field 163,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 163,ProductionExtraction,9.409837883512834
test-fields,Field 163,SurfaceProcessing,1.141985180876451
test-fields,Field 163,TransportAndStorage,0.0
test-fields,Field 163,LiquifiedNaturalGas,0.0
test-fields,Field 163,After,0.0
test-fields,Field 163,CrudeOilDewatering,0.0
test-fields,Field 164,TOTAL,10.124714249776247
test-fields,Field 164,ExplorationAndDrilling,1.7200233699307546
test-fields,Field 164,ProductionExtraction,6.992852268334014
test-fields,Field 164,SurfaceProcessing,0.7077776153642332
test-fields,Field 164,TransportAndStorage,0.0
test-fields,Field 164,LiquifiedNaturalGas,0.0
test-fields,Field 164,After,0.0
test-fields,Field 164,CrudeOilDewatering,0.0
test-fields,Field 165,TOTAL,11.720200478405054
test-fields,Field 165,ExplorationAndDrilling,1.7200025512427615
test-fields,Field 165,ProductionExtraction,7.962185902467337
test-fields,Field 165,SurfaceProcessing,1.6881498029840174
test-fields,Field 165,TransportAndStorage,0.0
test-fields,Field 165,LiquifiedNaturalGas,0.0
test-fields,Field 165,After,0.0
test-fields,Field 165,CrudeOilDewatering,0.16947247849486322
test-fields,Field 166,TOTAL,384.62907920209557
test-fields,Field 166,ExplorationAndDrilling,1.7202094314379395
test-fields,Field 166,ProductionExtraction,259.0442495538586
test-fields,Field 166,SurfaceProcessing,84.59522183330371
test-fields,Field 166,TransportAndStorage,0.0
test-fields,Field 166,LiquifiedNaturalGas,0.0
test-fields,Field 166,After,0.0
test-fields,Field 166,CrudeOilDewatering,0.0
test-fields,Field 167,TOTAL,705.1533198238686
test-fields,Field 167,ExplorationAndDrilling,1.7201329448441602
test-fields,Field 167,ProductionExtraction,434.81728957167934
test-fields,Field 167,SurfaceProcessing,219.8823752263743
test-fields,Field 167,TransportAndStorage,0.0
test-fields,Field 167,LiquifiedNaturalGas,0.0
test-fields,Field 167,After,0.0
test-fields,Field 167,CrudeOilDewatering,0.0
test-fields,Field 168,TOTAL,295.61923942821403
test-fields,Field 168,ExplorationAndDrilling,1.720172766032175
test-fields,Field 168,ProductionExtraction,198.37747999179254
test-fields,Field 168,SurfaceProcessing,72.90754138780231
test-fields,Field 168,TransportAndStorage,0.0
test-fields,Field 168,LiquifiedNaturalGas,0.0
test-fields,Field 168,After,0.0
test-fields,Field 168,CrudeOilDewatering,0.0
test-fields,Field 169,TOTAL,12.903509802880384
test-fields,Field 169,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 169,ProductionExtraction,9.409837883512834
test-fields,Field 169,SurfaceProcessing,1.141985180876451
test-fields,Field 169,TransportAndStorage,0.0
test-fields,Field 169,LiquifiedNaturalGas,0.0
test-fields,Field 169,After,0.0
test-fields,Field 169,CrudeOilDewatering,0.0
test-fields,Field 170,TOTAL,12.903509802880384
test-fields,Field 170,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 170,ProductionExtraction,9.409837883512834
test-fields,Field 170,SurfaceProcessing,1.141985180876451
test-fields,Field 170,TransportAndStorage,0.0
test-fields,Field 170,LiquifiedNaturalGas,0.0
test-fields,Field 170,After,0.0
test-fields,Field 170,CrudeOilDewatering,0.0
test-fields,Field 171,TOTAL,21.33669483267137
test-fields,Field 171,ExplorationAndDrilling,1.720009249128257
test-fields,Field 171,ProductionExtraction,16.089435974153762
test-fields,Field 171,SurfaceProcessing,0.05908511280476444
test-fields,Field 171,TransportAndStorage,0.0
test-fields,Field 171,LiquifiedNaturalGas,0.0
test-fields,Field 171,After,0.0
test-fields,Field 171,CrudeOilDewatering,0.16273232171099045
test-fields,Field 172,TOTAL,12.903509802880384
test-fields,Field 172,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 172,ProductionExtraction,9.409837883512834
test-fields,Field 172,SurfaceProcessing,1.141985180876451
test-fields,Field 172,TransportAndStorage,0.0
test-fields,Field 172,LiquifiedNaturalGas,0.0
test-fields,Field 172,After,0.0
test-fields,Field 172,CrudeOilDewatering,0.0
test-fields,Field 173,TOTAL,37.885529789261085
test-fields,Field 173,ExplorationAndDrilling,1.7200177903680294
test-fields,Field 173,ProductionExtraction,29.410298090057726
test-fields,Field 173,SurfaceProcessing,0.0700617523134701
test-fields,Field 173,TransportAndStorage,0.0
test-fields,Field 173,LiquifiedNaturalGas,0.0
test-fields,Field 173,After,0.0
test-fields,Field 173,CrudeOilDewatering,0.1630034278147338
test-fields,Field 174,TOTAL,12.903509802880384
test-fields,Field 174,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 174,ProductionExtraction,9.409837883512834
test-fields,Field 174,SurfaceProcessing,1.141985180876451
test-fields,Field 174,TransportAndStorage,0.0
test-fields,Field 174,LiquifiedNaturalGas,0.0
test-fields,Field 174,After,0.0
test-fields,Field 174,CrudeOilDewatering,0.0
test-fields,Field 175,TOTAL,41.797108820655374
test-fields,Field 175,ExplorationAndDrilling,1.720018581425814
test-fields,Field 175,ProductionExtraction,32.718098701379816
test-fields,Field 175,SurfaceProcessing,0.1060873582907565
test-fields,Field 175,TransportAndStorage,0.0
test-fields,Field 175,LiquifiedNaturalGas,0.0
test-fields,Field 175,After,0.0
test-fields,Field 175,CrudeOilDewatering,0.0
test-fields,Field 176,TOTAL,30.81501865416359
test-fields,Field 176,ExplorationAndDrilling,1.7200090642683858
test-fields,Field 176,ProductionExtraction,23.825637738690006
test-fields,Field 176,SurfaceProcessing,0.05541898482551193
test-fields,Field 176,TransportAndStorage,0.0
test-fields,Field 176,LiquifiedNaturalGas,0.0
test-fields,Field 176,After,0.0
test-fields,Field 176,CrudeOilDewatering,0.16307385743366362
test-fields,Field 177,TOTAL,12.903509802880384
test-fields,Field 177,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 177,ProductionExtraction,9.409837883512834
test-fields,Field 177,SurfaceProcessing,1.141985180876451
test-fields,Field 177,TransportAndStorage,0.0
test-fields,Field 177,LiquifiedNaturalGas,0.0
test-fields,Field 177,After,0.0
test-fields,Field 177,CrudeOilDewatering,0.0
test-fields,Field 178,TOTAL,28.186409296714245
test-fields,Field 178,ExplorationAndDrilling,1.7220388610837547
test-fields,Field 178,ProductionExtraction,20.359423297854786
test-fields,Field 178,SurfaceProcessing,3.3833093641063874
test-fields,Field 178,TransportAndStorage,0.0
test-fields,Field 178,LiquifiedNaturalGas,0.0
test-fields,Field 178,After,0.0
test-fields,Field 178,CrudeOilDewatering,0.16708373290659315
test-fields,Field 179,TOTAL,12.903509802880384
test-fields,Field 179,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 179,ProductionExtraction,9.409837883512834
test-fields,Field 179,SurfaceProcessing,1.141985180876451
test-fields,Field 179,TransportAndStorage,0.0
test-fields,Field 179,LiquifiedNaturalGas,0.0
test-fields,Field 179,After,0.0
test-fields,Field 179,CrudeOilDewatering,0.0
test-fields,Field 180,TOTAL,14.169250896052093
test-fields,Field 180,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 180,ProductionExtraction,10.44681767129127
test-fields,Field 180,SurfaceProcessing,1.141985180876451
test-fields,Field 180,TransportAndStorage,0.0
test-fields,Field 180,LiquifiedNaturalGas,0.0
test-fields,Field 180,After,0.0
test-fields,Field 180,CrudeOilDewatering,0.0
test-fields,Field 181,TOTAL,13.355136082936884
test-fields,Field 181,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 181,ProductionExtraction,9.779840348135844
test-fields,Field 181,SurfaceProcessing,1.141985180876451
test-fields,Field 181,TransportAndStorage,0.0
test-fields,Field 181,LiquifiedNaturalGas,0.0
test-fields,Field 181,After,0.0
test-fields,Field 181,CrudeOilDewatering,0.0
test-fields,Field 182,TOTAL,13.136681795042776
test-fields,Field 182,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 182,ProductionExtraction,9.600867979835726
test-fields,Field 182,SurfaceProcessing,1.141985180876451
test-fields,Field 182,TransportAndStorage,0.0
test-fields,Field 182,LiquifiedNaturalGas,0.0
test-fields,Field 182,After,0.0
test-fields,Field 182,CrudeOilDewatering,0.0
test-fields,Field 183,TOTAL,12.893034089532511
test-fields,Field 183,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 183,ProductionExtraction,9.401255478261945
test-fields,Field 183,SurfaceProcessing,1.141985180876451
test-fields,Field 183,TransportAndStorage,0.0
test-fields,Field 183,LiquifiedNaturalGas,0.0
test-fields,Field 183,After,0.0
test-fields,Field 183,CrudeOilDewatering,0.0
test-fields,Field 184,TOTAL,12.684106215990122
test-fields,Field 184,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 184,ProductionExtraction,9.230087785962336
test-fields,Field 184,SurfaceProcessing,1.141985180876451
test-fields,Field 184,TransportAndStorage,0.0
test-fields,Field 184,LiquifiedNaturalGas,0.0
test-fields,Field 184,After,0.0
test-fields,Field 184,CrudeOilDewatering,0.0
test-fields,Field 185,TOTAL,12.903509802880384
test-fields,Field 185,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 185,ProductionExtraction,9.409837883512834
test-fields,Field 185,SurfaceProcessing,1.141985180876451
test-fields,Field 185,TransportAndStorage,0.0
test-fields,Field 185,LiquifiedNaturalGas,0.0
test-fields,Field 185,After,0.0
test-fields,Field 185,CrudeOilDewatering,0.0
test-fields,Field 186,TOTAL,12.903509802880384
test-fields,Field 186,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 186,ProductionExtraction,9.409837883512834
test-fields,Field 186,SurfaceProcessing,1.141985180876451
test-fields,Field 186,TransportAndStorage,0.0
test-fields,Field 186,LiquifiedNaturalGas,0.0
test-fields,Field 186,After,0.0
test-fields,Field 186,CrudeOilDewatering,0.0
test-fields,Field 187,TOTAL,12.903509802880384
test-fields,Field 187,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 187,ProductionExtraction,9.409837883512834
test-fields,Field 187,SurfaceProcessing,1.141985180876451
test-fields,Field 187,TransportAndStorage,0.0
test-fields,Field 187,LiquifiedNaturalGas,0.0
test-fields,Field 187,After,0.0
test-fields,Field 187,CrudeOilDewatering,0.0
test-fields,Field 188,TOTAL,12.903509802880384
test-fields,Field 188,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 188,ProductionExtraction,9.409837883512834
test-fields,Field 188,SurfaceProcessing,1.141985180876451
test-fields,Field 188,TransportAndStorage,0.0
test-fields,Field 188,LiquifiedNaturalGas,0.0
test-fields,Field 188,After,0.0
test-fields,Field 188,CrudeOilDewatering,0.0
test-fields,Field 189,TOTAL,12.903509802880384
test-fields,Field 189,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 189,ProductionExtraction,9.409837883512834
test-fields,Field 189,SurfaceProcessing,1.141985180876451
test-fields,Field 189,TransportAndStorage,0.0
test-fields,Field 189,LiquifiedNaturalGas,0.0
test-fields,Field 189,After,0.0
test-fields,Field 189,CrudeOilDewatering,0.0
test-fields,Field 190,TOTAL,12.903509802880384
test-fields,Field 190,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 190,ProductionExtraction,9.409837883512834
test-fields,Field 190,SurfaceProcessing,1.141985180876451
test-fields,Field 190,TransportAndStorage,0.0
test-fields,Field 190,LiquifiedNaturalGas,0.0
test-fields,Field 190,After,0.0
test-fields,Field 190,CrudeOilDewatering,0.0
test-fields,Field 191,TOTAL,12.903509802880384
test-fields,Field 191,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 191,ProductionExtraction,9.409837883512834
test-fields,Field 191,SurfaceProcessing,1.141985180876451
test-fields,Field 191,TransportAndStorage,0.0
test-fields,Field 191,LiquifiedNaturalGas,0.0
test-fields,Field 191,After,0.0
test-fields,Field 191,CrudeOilDewatering,0.0
test-fields,Field 192,TOTAL,12.903509802880384
test-fields,Field 192,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 192,ProductionExtraction,9.409837883512834
test-fields,Field 192,SurfaceProcessing,1.141985180876451
test-fields,Field 192,TransportAndStorage,0.0
test-fields,Field 192,LiquifiedNaturalGas,0.0
test-fields,Field 192,After,0.0
test-fields,Field 192,CrudeOilDewatering,0.0
test-fields,Field 193,TOTAL,12.903509802880384
test-fields,Field 193,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 193,ProductionExtraction,9.409837883512834
test-fields,Field 193,SurfaceProcessing,1.141985180876451
test-fields,Field 193,TransportAndStorage,0.0
test-fields,Field 193,LiquifiedNaturalGas,0.0
test-fields,Field 193,After,0.0
test-fields,Field 193,CrudeOilDewatering,0.0
test-fields,Field 194,TOTAL,12.903509802880384
test-fields,Field 194,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 194,ProductionExtraction,9.409837883512834
test-fields,Field 194,SurfaceProcessing,1.141985180876451
test-fields,Field 194,TransportAndStorage,0.0
test-fields,Field 194,LiquifiedNaturalGas,0.0
test-fields,Field 194,After,0.0
test-fields,Field 194,CrudeOilDewatering,0.0
test-fields,Field 195,TOTAL,12.903509802880384
test-fields,Field 195,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 195,ProductionExtraction,9.409837883512834
test-fields,Field 195,SurfaceProcessing,1.141985180876451
test-fields,Field 195,TransportAndStorage,0.0
test-fields,Field 195,LiquifiedNaturalGas,0.0
test-fields,Field 195,After,0.0
test-fields,Field 195,CrudeOilDewatering,0.0
test-fields,Field 196,TOTAL,12.903509802880384
test-fields,Field 196,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 196,ProductionExtraction,9.409837883512834
test-fields,Field 196,SurfaceProcessing,1.141985180876451
test-fields,Field 196,TransportAndStorage,0.0
test-fields,Field 196,LiquifiedNaturalGas,0.0
test-fields,Field 196,After,0.0
test-fields,Field 196,CrudeOilDewatering,0.0
test-fields,Field 197,TOTAL,12.903509802880384
test-fields,Field 197,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 197,ProductionExtraction,9.409837883512834
test-fields,Field 197,SurfaceProcessing,1.141985180876451
test-fields,Field 197,TransportAndStorage,0.0
test-fields,Field 197,LiquifiedNaturalGas,0.0
test-fields,Field 197,After,0.0
test-fields,Field 197,CrudeOilDewatering,0.0
test-fields,Field 198,TOTAL,12.903509802880384
test-fields,Field 198,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 198,ProductionExtraction,9.409837883512834
test-fields,Field 198,SurfaceProcessing,1.141985180876451
test-fields,Field 198,TransportAndStorage,0.0
test-fields,Field 198,LiquifiedNaturalGas,0.0
test-fields,Field 198,After,0.0
test-fields,Field 198,CrudeOilDewatering,0.0
test-fields,Field 199,TOTAL,12.903509802880384
test-fields,Field 199,ExplorationAndDrilling,1.7217961365607752
test-fields,Field 199,ProductionExtraction,9.409837883512834
test-fields,Field 199,SurfaceProcessing,1.141985180876451
test-fields,Field 199,TransportAndStorage,0.0
