analysis,field,node,CI
test-fields,Field 65,ExplorationAndDrilling,1.2537082909146142
test-fields,Field 65,ProductionExtraction,1490.865277480831
test-fields,Field 65,SurfaceProcessing,0.0
test-fields,Field 65,TransportAndStorage,0.0
test-fields,Field 65,LiquifiedNaturalGas,0.0
test-fields,Field 65,After,0.0
test-fields,Field 65,ProductionBoundary,0.0
test-fields,Field 65,TransportationBoundary,0.0
test-fields,Field 65,DistributionBoundary,0.0
test-fields,Field 66,ExplorationAndDrilling,1.2700330840985852
test-fields,Field 66,ProductionExtraction,5.4843539702479704
test-fields,Field 66,SurfaceProcessing,0.0
test-fields,Field 66,TransportAndStorage,0.0
test-fields,Field 66,LiquifiedNaturalGas,0.0
test-fields,Field 66,After,0.0
test-fields,Field 66,ProductionBoundary,0.0
test-fields,Field 66,TransportationBoundary,0.0
test-fields,Field 66,DistributionBoundary,0.0
test-fields,Field 67,ExplorationAndDrilling,1.2872802765222968
test-fields,Field 67,ProductionExtraction,30.397472471967827
test-fields,Field 67,SurfaceProcessing,0.0
test-fields,Field 67,TransportAndStorage,0.0
test-fields,Field 67,LiquifiedNaturalGas,0.0
test-fields,Field 67,After,0.0
test-fields,Field 67,ProductionBoundary,0.0
test-fields,Field 67,TransportationBoundary,0.0
test-fields,Field 67,DistributionBoundary,0.0
test-fields,Field 68,ExplorationAndDrilling,1.2872802765222968
test-fields,Field 68,ProductionExtraction,29.785639421535983
test-fields,Field 68,SurfaceProcessing,0.0
test-fields,Field 68,TransportAndStorage,0.0
test-fields,Field 68,LiquifiedNaturalGas,0.0
test-fields,Field 68,After,0.0
test-fields,Field 68,ProductionBoundary,0.0
test-fields,Field 68,TransportationBoundary,0.0
test-fields,Field 68,DistributionBoundary,0.0
test-fields,Field 69,ExplorationAndDrilling,1.2872802765222968
test-fields,Field 69,ProductionExtraction,29.17380637110414
test-fields,Field 69,SurfaceProcessing,0.0
test-fields,Field 69,TransportAndStorage,0.0
test-fields,Field 69,LiquifiedNaturalGas,0.0
test-fields,Field 69,After,0.0
test-fields,Field 69,ProductionBoundary,0.0
test-fields,Field 69,TransportationBoundary,0.0
test-fields,Field 69,DistributionBoundary,0.0
test-fields,Field 70,ExplorationAndDrilling,1.2872802765222968
test-fields,Field 70,ProductionExtraction,28.369350260183573
test-fields,Field 70,SurfaceProcessing,0.0
test-fields,Field 70,TransportAndStorage,0.0
test-fields,Field 70,LiquifiedNaturalGas,0.0
test-fields,Field 70,After,0.0
test-fields,Field 70,ProductionBoundary,0.0
test-fields,Field 70,TransportationBoundary,0.0
test-fields,Field 70,DistributionBoundary,0.0
test-fields,Field 71,ExplorationAndDrilling,1.2512628628563576
test-fields,Field 71,ProductionExtraction,4.437108366308109
test-fields,Field 71,SurfaceProcessing,0.06451302105715453
test-fields,Field 71,TransportAndStorage,0.0
test-fields,Field 71,LiquifiedNaturalGas,0.0
test-fields,Field 71,After,0.0
test-fields,Field 71,ProductionBoundary,0.0
test-fields,Field 71,TransportationBoundary,0.0
test-fields,Field 71,DistributionBoundary,0.0
test-fields,Field 71,CrudeOilDewatering,0.0
test-fields,Field 72,ExplorationAndDrilling,1.2513417251872525
test-fields,Field 72,ProductionExtraction,15.791853555923472
test-fields,Field 72,SurfaceProcessing,1.61190607957794
test-fields,Field 72,TransportAndStorage,0.0
test-fields,Field 72,LiquifiedNaturalGas,0.0
test-fields,Field 72,After,0.0
test-fields,Field 72,ProductionBoundary,0.0
test-fields,Field 72,TransportationBoundary,0.0
test-fields,Field 72,DistributionBoundary,0.0
test-fields,Field 72,CrudeOilDewatering,0.0
test-fields,Field 73,ExplorationAndDrilling,1.3119008105106764
test-fields,Field 73,ProductionExtraction,10.005322495037598
test-fields,Field 73,SurfaceProcessing,0.0
test-fields,Field 73,TransportAndStorage,0.0
test-fields,Field 73,LiquifiedNaturalGas,0.0
test-fields,Field 73,After,0.0
test-fields,Field 73,ProductionBoundary,0.0
test-fields,Field 73,TransportationBoundary,0.0
test-fields,Field 73,DistributionBoundary,0.0
test-fields,Field 74,ExplorationAndDrilling,1.2497002554296786
test-fields,Field 74,ProductionExtraction,695.6804563227386
test-fields,Field 74,SurfaceProcessing,0.0
test-fields,Field 74,TransportAndStorage,0.0
test-fields,Field 74,LiquifiedNaturalGas,0.0
test-fields,Field 74,After,0.0
test-fields,Field 74,ProductionBoundary,0.0
test-fields,Field 74,TransportationBoundary,0.0
test-fields,Field 74,DistributionBoundary,0.0
test-fields,Field 75,ExplorationAndDrilling,1.2563625869114035
test-fields,Field 75,ProductionExtraction,4.857070544968652
test-fields,Field 75,SurfaceProcessing,0.0
test-fields,Field 75,TransportAndStorage,0.0
test-fields,Field 75,LiquifiedNaturalGas,0.0
test-fields,Field 75,After,0.0
test-fields,Field 75,ProductionBoundary,0.0
test-fields,Field 75,TransportationBoundary,0.0
test-fields,Field 75,DistributionBoundary,0.0
test-fields,Field 76,ExplorationAndDrilling,1.296903914836573
test-fields,Field 76,ProductionExtraction,-14.678123940637894
test-fields,Field 76,SurfaceProcessing,0.0
test-fields,Field 76,TransportAndStorage,0.0
test-fields,Field 76,LiquifiedNaturalGas,0.0
test-fields,Field 76,After,0.0
test-fields,Field 76,ProductionBoundary,0.0
test-fields,Field 76,TransportationBoundary,0.0
test-fields,Field 76,DistributionBoundary,0.0
test-fields,Field 77,ExplorationAndDrilling,1.266989568489187
test-fields,Field 77,ProductionExtraction,4.048749268102929
test-fields,Field 77,SurfaceProcessing,0.0
test-fields,Field 77,TransportAndStorage,0.0
test-fields,Field 77,LiquifiedNaturalGas,0.0
test-fields,Field 77,After,0.0
test-fields,Field 77,ProductionBoundary,0.0
test-fields,Field 77,TransportationBoundary,0.0
test-fields,Field 77,DistributionBoundary,0.0
test-fields,Field 78,ExplorationAndDrilling,1.3354929233217543
test-fields,Field 78,ProductionExtraction,2.3994019492470064
test-fields,Field 78,SurfaceProcessing,0.0
test-fields,Field 78,TransportAndStorage,0.0
test-fields,Field 78,LiquifiedNaturalGas,0.0
test-fields,Field 78,After,0.0
test-fields,Field 78,ProductionBoundary,0.0
test-fields,Field 78,TransportationBoundary,0.0
test-fields,Field 78,DistributionBoundary,0.0
test-fields,Field 79,ExplorationAndDrilling,1.283228966204593
test-fields,Field 79,ProductionExtraction,8.754370977677578
test-fields,Field 79,SurfaceProcessing,0.0
test-fields,Field 79,TransportAndStorage,0.0
test-fields,Field 79,LiquifiedNaturalGas,0.0
test-fields,Field 79,After,0.0
test-fields,Field 79,ProductionBoundary,0.0
test-fields,Field 79,TransportationBoundary,0.0
test-fields,Field 79,DistributionBoundary,0.0
test-fields,Field 80,ExplorationAndDrilling,1.3358775842119244
test-fields,Field 80,ProductionExtraction,-35.747837939487
test-fields,Field 80,SurfaceProcessing,0.0
test-fields,Field 80,TransportAndStorage,0.0
test-fields,Field 80,LiquifiedNaturalGas,0.0
test-fields,Field 80,After,0.0
test-fields,Field 80,ProductionBoundary,0.0
test-fields,Field 80,TransportationBoundary,0.0
test-fields,Field 80,DistributionBoundary,0.0
test-fields,Field 81,ExplorationAndDrilling,1.2686757563401738
test-fields,Field 81,ProductionExtraction,7.935499743558022
test-fields,Field 81,SurfaceProcessing,0.0
test-fields,Field 81,TransportAndStorage,0.0
test-fields,Field 81,LiquifiedNaturalGas,0.0
test-fields,Field 81,After,0.0
test-fields,Field 81,ProductionBoundary,0.0
test-fields,Field 81,TransportationBoundary,0.0
test-fields,Field 81,DistributionBoundary,0.0
test-fields,Field 82,ExplorationAndDrilling,1.3222706030890126
test-fields,Field 82,ProductionExtraction,-14.986191905211138
test-fields,Field 82,SurfaceProcessing,0.0
test-fields,Field 82,TransportAndStorage,0.0
test-fields,Field 82,LiquifiedNaturalGas,0.0
test-fields,Field 82,After,0.0
test-fields,Field 82,ProductionBoundary,0.0
test-fields,Field 82,TransportationBoundary,0.0
test-fields,Field 82,DistributionBoundary,0.0
test-fields,Field 83,ExplorationAndDrilling,1.3310164298783371
test-fields,Field 83,ProductionExtraction,14.569648342360408
test-fields,Field 83,SurfaceProcessing,0.0
test-fields,Field 83,TransportAndStorage,0.0
test-fields,Field 83,LiquifiedNaturalGas,0.0
test-fields,Field 83,After,0.0
test-fields,Field 83,ProductionBoundary,0.0
test-fields,Field 83,TransportationBoundary,0.0
test-fields,Field 83,DistributionBoundary,0.0
test-fields,Field 83,CrudeOilDewatering,0.0
test-fields,Field 84,ExplorationAndDrilling,1.3310164298783371
test-fields,Field 84,ProductionExtraction,11.187577119291843
test-fields,Field 84,SurfaceProcessing,0.0
test-fields,Field 84,TransportAndStorage,0.0
test-fields,Field 84,LiquifiedNaturalGas,0.0
test-fields,Field 84,After,0.0
test-fields,Field 84,ProductionBoundary,0.0
test-fields,Field 84,TransportationBoundary,0.0
test-fields,Field 84,DistributionBoundary,0.0
test-fields,Field 84,CrudeOilDewatering,0.0
test-fields,Field 85,ExplorationAndDrilling,1.7201576625230341
test-fields,Field 85,ProductionExtraction,4.13116885814137
test-fields,Field 85,SurfaceProcessing,9.592953294834365
test-fields,Field 85,TransportAndStorage,0.0
test-fields,Field 85,LiquifiedNaturalGas,0.0
test-fields,Field 85,After,0.0
test-fields,Field 85,ProductionBoundary,0.0
test-fields,Field 85,TransportationBoundary,0.0
test-fields,Field 85,DistributionBoundary,0.0
test-fields,Field 86,ExplorationAndDrilling,1.7220794447908927
test-fields,Field 86,ProductionExtraction,3.7283843545638096
test-fields,Field 86,SurfaceProcessing,14.794916017539913
test-fields,Field 86,TransportAndStorage,0.0
test-fields,Field 86,LiquifiedNaturalGas,0.0
test-fields,Field 86,After,0.0
test-fields,Field 86,ProductionBoundary,0.0
test-fields,Field 86,TransportationBoundary,0.0
test-fields,Field 86,DistributionBoundary,0.0
test-fields,Field 87,ExplorationAndDrilling,1.72273160293104
test-fields,Field 87,ProductionExtraction,5.2789650306053835
test-fields,Field 87,SurfaceProcessing,0.0
test-fields,Field 87,TransportAndStorage,0.0
test-fields,Field 87,LiquifiedNaturalGas,0.0
test-fields,Field 87,After,0.0
test-fields,Field 87,ProductionBoundary,0.0
test-fields,Field 87,TransportationBoundary,0.0
test-fields,Field 87,DistributionBoundary,0.0
test-fields,Field 87,HeavyOilDilution,0.38178615425413853
test-fields,Field 88,ExplorationAndDrilling,1.8263749641490983
test-fields,Field 88,ProductionExtraction,6.6514408745477684
test-fields,Field 88,SurfaceProcessing,0.0
test-fields,Field 88,TransportAndStorage,0.0
test-fields,Field 88,LiquifiedNaturalGas,0.0
test-fields,Field 88,After,0.0
test-fields,Field 88,ProductionBoundary,0.0
test-fields,Field 88,TransportationBoundary,0.0
test-fields,Field 88,DistributionBoundary,0.0
test-fields,Field 88,HeavyOilDilution,0.3453458115371106
test-fields,Field 89,ExplorationAndDrilling,1.3310164298783371
test-fields,Field 89,ProductionExtraction,19.70650621306807
test-fields,Field 89,SurfaceProcessing,0.0
test-fields,Field 89,TransportAndStorage,0.0
test-fields,Field 89,LiquifiedNaturalGas,0.0
test-fields,Field 89,After,0.0
test-fields,Field 89,ProductionBoundary,0.0
test-fields,Field 89,TransportationBoundary,0.0
test-fields,Field 89,DistributionBoundary,0.0
test-fields,Field 89,CrudeOilDewatering,0.0
test-fields,Field 90,ExplorationAndDrilling,1.3310164298783371
test-fields,Field 90,ProductionExtraction,14.747329503378737
test-fields,Field 90,SurfaceProcessing,0.0
test-fields,Field 90,TransportAndStorage,0.0
test-fields,Field 90,LiquifiedNaturalGas,0.0
test-fields,Field 90,After,0.0
test-fields,Field 90,ProductionBoundary,0.0
test-fields,Field 90,TransportationBoundary,0.0
test-fields,Field 90,DistributionBoundary,0.0
test-fields,Field 90,CrudeOilDewatering,0.0
test-fields,Field 91,ExplorationAndDrilling,1.7201576625230341
test-fields,Field 91,ProductionExtraction,4.13116885814137
test-fields,Field 91,SurfaceProcessing,9.900295955595858
test-fields,Field 91,TransportAndStorage,0.0
test-fields,Field 91,LiquifiedNaturalGas,0.0
test-fields,Field 91,After,0.0
test-fields,Field 91,ProductionBoundary,0.0
test-fields,Field 91,TransportationBoundary,0.0
test-fields,Field 91,DistributionBoundary,0.0
test-fields,Field 92,ExplorationAndDrilling,1.7220794447908927
test-fields,Field 92,ProductionExtraction,3.7283843545638096
test-fields,Field 92,SurfaceProcessing,15.90809025980503
test-fields,Field 92,TransportAndStorage,0.0
test-fields,Field 92,LiquifiedNaturalGas,0.0
test-fields,Field 92,After,0.0
test-fields,Field 92,ProductionBoundary,0.0
test-fields,Field 92,TransportationBoundary,0.0
test-fields,Field 92,DistributionBoundary,0.0
test-fields,Field 93,ExplorationAndDrilling,1.72273160293104
test-fields,Field 93,ProductionExtraction,4.872259292849262
test-fields,Field 93,SurfaceProcessing,0.0
test-fields,Field 93,TransportAndStorage,0.0
test-fields,Field 93,LiquifiedNaturalGas,0.0
test-fields,Field 93,After,0.0
test-fields,Field 93,ProductionBoundary,0.0
test-fields,Field 93,TransportationBoundary,0.0
test-fields,Field 93,DistributionBoundary,0.0
test-fields,Field 93,HeavyOilDilution,0.38178615425413853
test-fields,Field 94,ExplorationAndDrilling,1.3310164298783371
test-fields,Field 94,ProductionExtraction,24.84336408377574
test-fields,Field 94,SurfaceProcessing,0.0
test-fields,Field 94,TransportAndStorage,0.0
test-fields,Field 94,LiquifiedNaturalGas,0.0
test-fields,Field 94,After,0.0
test-fields,Field 94,ProductionBoundary,0.0
test-fields,Field 94,TransportationBoundary,0.0
test-fields,Field 94,DistributionBoundary,0.0
test-fields,Field 94,CrudeOilDewatering,0.0
test-fields,Field 95,ExplorationAndDrilling,1.3310164298783371
test-fields,Field 95,ProductionExtraction,18.307081887465625
test-fields,Field 95,SurfaceProcessing,0.0
test-fields,Field 95,TransportAndStorage,0.0
test-fields,Field 95,LiquifiedNaturalGas,0.0
test-fields,Field 95,After,0.0
test-fields,Field 95,ProductionBoundary,0.0
test-fields,Field 95,TransportationBoundary,0.0
test-fields,Field 95,DistributionBoundary,0.0
test-fields,Field 95,CrudeOilDewatering,0.0
test-fields,Field 96,ExplorationAndDrilling,1.7201576625230341
test-fields,Field 96,ProductionExtraction,4.13116885814137
test-fields,Field 96,SurfaceProcessing,10.20763861635735
test-fields,Field 96,TransportAndStorage,0.0
test-fields,Field 96,LiquifiedNaturalGas,0.0
test-fields,Field 96,After,0.0
test-fields,Field 96,ProductionBoundary,0.0
test-fields,Field 96,TransportationBoundary,0.0
test-fields,Field 96,DistributionBoundary,0.0
test-fields,Field 97,ExplorationAndDrilling,1.7220794447908927
test-fields,Field 97,ProductionExtraction,3.7283843545638096
test-fields,Field 97,SurfaceProcessing,17.021264502070153
test-fields,Field 97,TransportAndStorage,0.0
test-fields,Field 97,LiquifiedNaturalGas,0.0
test-fields,Field 97,After,0.0
test-fields,Field 97,ProductionBoundary,0.0
test-fields,Field 97,TransportationBoundary,0.0
test-fields,Field 97,DistributionBoundary,0.0
test-fields,Field 98,ExplorationAndDrilling,1.72273160293104
test-fields,Field 98,ProductionExtraction,5.2789650306053835
test-fields,Field 98,SurfaceProcessing,0.0
test-fields,Field 98,TransportAndStorage,0.0
test-fields,Field 98,LiquifiedNaturalGas,0.0
test-fields,Field 98,After,0.0
test-fields,Field 98,ProductionBoundary,0.0
test-fields,Field 98,TransportationBoundary,0.0
test-fields,Field 98,DistributionBoundary,0.0
test-fields,Field 98,HeavyOilDilution,0.38178615425413853
test-fields,Field 99,ExplorationAndDrilling,1.2619359985494958
test-fields,Field 99,ProductionExtraction,5.4155075452422645
test-fields,Field 99,SurfaceProcessing,0.0
test-fields,Field 99,TransportAndStorage,0.0
test-fields,Field 99,LiquifiedNaturalGas,0.0
test-fields,Field 99,After,0.0
test-fields,Field 99,ProductionBoundary,0.0
test-fields,Field 99,TransportationBoundary,0.0
test-fields,Field 99,DistributionBoundary,0.0
test-fields,Field 100,ExplorationAndDrilling,1.2619359985494958
test-fields,Field 100,ProductionExtraction,5.4155075452422645
test-fields,Field 100,SurfaceProcessing,0.0
test-fields,Field 100,TransportAndStorage,0.0
test-fields,Field 100,LiquifiedNaturalGas,0.0
test-fields,Field 100,After,0.0
test-fields,Field 100,ProductionBoundary,0.0
test-fields,Field 100,TransportationBoundary,0.0
test-fields,Field 100,DistributionBoundary,0.0
test-fields,Field 101,ExplorationAndDrilling,1.2619359985494958
test-fields,Field 101,ProductionExtraction,5.4155075452422645
test-fields,Field 101,SurfaceProcessing,0.0
test-fields,Field 101,TransportAndStorage,0.0
test-fields,Field 101,LiquifiedNaturalGas,0.0
test-fields,Field 101,After,0.0
test-fields,Field 101,ProductionBoundary,0.0
test-fields,Field 101,TransportationBoundary,0.0
test-fields,Field 101,DistributionBoundary,0.0
